0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
0,2.4469719443726997e-11,8.524201292545335e-10,4.050553081671941e-09,1.924752795524726e-08,9.146092519175335e-08,3.6197914974981066e-07,6.137821590855956e-07,1.0407465155718473e-06,1.764719442625388e-06,2.9923085636937517e-06,5.073843651336511e-06,8.603353848785319e-06,1.4588091895167436e-05,2.4735984231532788e-05,4.1943039590073395e-05,7.111981288425392e-05,0.00012059278092683504,nan
2.3151257,2.0131326,1.6586832,1.2304912,1.0653241,0.9189826,0.79776245,0.6607617,0.58137804,0.5319325,0.5168218,0.46241137,0.46116778,0.43614826,0.428916,0.42557687,0.38422078,0.36482102,nan
0.0779,0.5046,0.5382,0.7009,0.6414,0.7251,0.7621,0.8352,0.8456,0.8579,0.8597,0.8786,0.8695,0.8726,0.8752,0.8749,0.894,0.9004,nan
