0,300,300,300,300
0,6.15635173676887e-24,7.927528942253757e-23,1.0208272336832922e-21,4.978678281533569e-21
2.3153381,1.9802889,1.5852304,1.3181591,1.0177879
0.1014,0.5146,0.6023,0.5868,0.6787
