0,100,100,100,100,100,100,100,100,100
0.0,1.0751494459864918e-111,1.7471292642433244e-111,2.8107368767695343e-111,4.5674772654383474e-111,7.422199047771887e-111,1.2184245464252697e-110,1.9799528235619193e-110,3.2174443588093436e-110,nan
0.1037,0.2329,0.3574,0.5221,0.5397,0.4996,0.3359,0.3026,0.074,nan
0.1037,0.2329,0.3574,0.5221,0.5397,0.4996,0.3359,0.3026,0.074,nan
