0,30,30,30,30,30,30
0,4.157794570897895e-09,2.056983507121686e-06,2.7213616920212074e-05,0.0001695452366567236,0.0010562942572927311,nan
2.3124876,2.2221577,1.9085356,1.5592915,1.2105478,1.0126071,nan
0.0811,0.2762,0.3333,0.4481,0.5593,0.6537,nan
